case_number,type_of_intake
CAS-04637-K7J9R2,Courts
CAS-04638-L0W2W7,Courts
CAS-04639-P8X8M6,Direct Intake
CAS-04640-N6J7Z6,External Agency
CAS-04641-C5G5N1,External Agency
CAS-04642-G0D9Q2,Courts
CAS-04643-Z1W0D8,Courts
CAS-04644-Z7W7C8,External Agency
CAS-04645-W1L1V4,External Agency
CAS-04646-P0T6N7,Courts
CAS-04647-T6X8H1,Direct Intake
CAS-04648-T1C8G2,Direct Intake
CAS-04649-W1L3B4,External Agency
CAS-04650-C4T4F5,Direct Intake
CAS-04651-T3P1C1,External Agency
CAS-04652-B8C6M3,External Agency
CAS-04653-P6C3R6,External Agency
CAS-04654-Z6B7Q0,External Agency
CAS-04655-F5S1H8,Courts
CAS-04656-R9C4J3,External Agency
CAS-04657-G9N1G2,Courts
CAS-04658-Z8H9C4,Courts
CAS-04659-X2D6Y6,Courts
CAS-04660-Z9M6Z5,Courts
CAS-04661-N4H8C6,Courts
CAS-04662-H2F9R7,Courts
CAS-04663-W3R9Z8,External Agency
CAS-04664-K2P6B5,Direct Intake
CAS-04665-W0H9G4,Courts
CAS-04666-C3M2P8,Direct Intake
CAS-04667-J8N0W5,Direct Intake
CAS-04668-R7M1D9,External Agency
CAS-04669-X4N0N3,Direct Intake
CAS-04670-Q8K5N2,External Agency
CAS-04671-K9V1T4,Direct Intake
CAS-04672-N1H5V5,External Agency
CAS-04673-B2Q7B6,Direct Intake
CAS-04674-F2L0F9,External Agency
CAS-04675-Q3G9M6,Direct Intake
CAS-04676-W7M5T9,Courts
CAS-04677-F0G6N7,Courts
CAS-04678-S8F8M0,Direct Intake
CAS-04679-M1K6G9,External Agency
CAS-04680-R7S0V7,External Agency
CAS-04681-C7G9Z1,Courts
CAS-04682-C1M9S7,Courts
CAS-04683-K8T0X1,Courts
CAS-04684-G5Q6F2,Courts
CAS-04685-R8M2L6,Courts
CAS-04686-H5S3S9,Courts
CAS-04687-Q7K4W5,External Agency
CAS-04688-D8H5W3,External Agency
CAS-04689-F3X6Z5,External Agency
CAS-04690-B9J5Y5,Direct Intake
CAS-04691-R0G5B0,External Agency
CAS-04692-L0C0X2,Direct Intake
CAS-04693-L6F3Z8,Courts
CAS-04694-R1M3T2,Direct Intake
CAS-04695-W8N0W7,External Agency
CAS-04696-J1P8S2,External Agency
CAS-04697-G4R7Y3,External Agency
CAS-04698-T8Z3N6,External Agency
CAS-04699-H0D1M0,Direct Intake
CAS-04700-Y5H8Q2,Courts
CAS-04701-V6S3M6,External Agency
CAS-04702-N2V7F7,External Agency
CAS-04703-W4B5L2,Courts
CAS-04704-P3N8B8,External Agency
CAS-04705-V5R4K7,Courts
CAS-04706-R6G7P3,External Agency
CAS-04707-J2C2T1,External Agency
CAS-04708-C8G8B8,External Agency
CAS-04709-P8S5J7,Courts
CAS-04710-Q0H1M2,Direct Intake
CAS-04711-P9S7L2,Courts
CAS-04712-K6X5F7,External Agency
CAS-04713-F7Z8X2,Courts
CAS-04714-P4B4J4,Direct Intake
CAS-04715-W9Q0W1,Direct Intake
CAS-04716-Y1X2D8,External Agency
CAS-04717-H5X4N2,External Agency
CAS-04718-Y9V8B2,Courts
CAS-04719-V0M6Y0,Courts
CAS-04720-J9P0L9,Courts
CAS-04721-Z1V3Q1,External Agency
CAS-04722-Y9D9X9,Direct Intake
CAS-04723-L4Y3K3,Courts
CAS-04724-G0H9W5,External Agency
CAS-04725-V5J3J6,Courts
CAS-04726-T9N1M7,Courts
CAS-04727-H8V7J0,Direct Intake
CAS-04729-R1N0X3,External Agency
CAS-04730-Z7W8W5,External Agency
CAS-04731-H0R4F6,External Agency
CAS-04732-J6N1V5,Courts
CAS-04733-K2G9N6,Direct Intake
CAS-04734-D1T8F3,External Agency
CAS-04735-B3L3C9,Direct Intake
CAS-04736-Y1N1H0,Courts
CAS-04737-D8P8D3,Courts
CAS-04738-G2Y3S0,Courts
CAS-04739-Y1Y3W1,Courts
CAS-04740-X0Y9R6,Courts
CAS-04741-H9P6M4,Courts
CAS-04742-L6Q8D3,External Agency
CAS-04743-T9Z4N4,Direct Intake
CAS-04744-R4L3S4,Courts
CAS-04745-Z1B5C8,External Agency
CAS-04746-L1L5J0,Direct Intake
CAS-04747-Y5Z7Z3,Direct Intake
CAS-04748-R1V7F4,External Agency
CAS-04749-G5T6D4,External Agency
CAS-04750-P2X8W1,Courts
CAS-04751-S1F0R0,Courts
CAS-04752-H1X2J7,Courts
CAS-04753-T5Y4L2,Courts
CAS-04754-M8J3T8,Courts
CAS-04755-V5M4P5,Courts
CAS-04756-Q7X1J5,Direct Intake
CAS-04757-C5T8S2,External Agency
CAS-04758-Q2H5N9,External Agency
CAS-04759-F6G8M1,Direct Intake
CAS-04760-L6D5H3,Courts
CAS-04761-V7V5R8,Courts
CAS-04762-L5K9Z6,Direct Intake
CAS-04763-Y6F9W5,Courts
CAS-04764-V1H8J5,Courts
CAS-04765-L0T3K8,Courts
CAS-04766-C7C5L0,Direct Intake
CAS-04767-N5Z3J2,Courts
CAS-04768-H1B3H8,Courts
CAS-04769-Y0B7W6,Courts
CAS-04770-F3W7Y3,External Agency
CAS-04771-S3J8X4,External Agency
CAS-04772-S0L0H8,External Agency
CAS-04773-X2T5L3,External Agency
CAS-04774-G5H7G5,Direct Intake
CAS-04775-N0P4T4,Courts
CAS-04776-D0B9B3,Courts
CAS-04777-J6H2R2,Courts
CAS-04778-B5V2K4,Courts
CAS-04779-G8N1B1,External Agency
CAS-04780-L1D0V6,Courts
CAS-04781-M5Y8X6,Courts
CAS-04782-D6R8X7,Direct Intake
CAS-04783-B4N7C0,External Agency
CAS-04784-S2P0D8,Direct Intake
CAS-04785-C9C7N6,External Agency
CAS-04786-T4B1Y8,External Agency
CAS-04787-B3Q5F9,Direct Intake
CAS-04788-H3J4F6,Direct Intake
CAS-04789-G1J6G1,Direct Intake
CAS-04790-Q1V0D6,External Agency
CAS-04791-F0F8G8,Courts
CAS-04792-V3K8J7,External Agency
CAS-04793-B6Z8V7,Courts
CAS-04794-G6G2Y2,Courts
CAS-04795-D0S7K8,Courts
CAS-04796-B2B8M8,External Agency
CAS-04797-V6Q0Q7,Courts
CAS-04798-H6K9V8,Courts
CAS-04799-K0B4J8,Courts
CAS-04800-Z1Y3T8,Courts
CAS-04801-K3J6T4,Direct Intake
CAS-04802-C6G7W2,External Agency
CAS-04803-S6J6J3,External Agency
CAS-04804-T9B3W3,Direct Intake
CAS-04805-D2W7X5,External Agency
CAS-04806-Y7Q2G7,External Agency
CAS-04807-C3Y5T7,External Agency
CAS-04808-B1T3J1,Direct Intake
CAS-04809-C4F8Q5,Courts
CAS-04810-M0S6Y3,Courts
CAS-04811-D0Z5L3,Courts
CAS-04812-G7V0V6,Courts
CAS-04813-D0V5M7,Direct Intake
CAS-04814-R8N4Z1,Courts
CAS-04815-H2X7K8,Courts
CAS-04816-Q1S2K9,Direct Intake
CAS-04817-R9Y5Y5,Courts
CAS-04818-K0G5Z8,External Agency
CAS-04819-N1R8S9,Direct Intake
CAS-04820-B7V6H7,Courts
CAS-04821-K1H3X3,Direct Intake
CAS-04822-G8F1G0,Direct Intake
CAS-04823-V3P3X8,Direct Intake
CAS-04824-S1Z3C9,Courts
CAS-04825-B7D7Z7,Direct Intake
CAS-04826-H9H0D9,External Agency
CAS-04827-Q7W4J0,External Agency
CAS-04828-X2J2K7,Courts
CAS-04829-D4S0M6,Courts
CAS-04830-S8G1Y2,Direct Intake
CAS-04831-K4M5M9,Courts
CAS-04832-Z9X7P5,Courts
CAS-04833-P9Z2P0,Courts
CAS-04834-R1V6X0,Courts
CAS-04835-K4W2G8,Direct Intake
CAS-04836-Z0T3S9,External Agency
CAS-04837-R4M2V3,Direct Intake
CAS-04838-G9D8Y1,External Agency
CAS-04839-H8D8N3,Courts
CAS-04840-V5F2J5,Courts
CAS-04841-M6T5X1,Courts
CAS-04842-Q9H8G4,Courts
CAS-04843-R9T5P1,External Agency
CAS-04844-C6Z1N3,External Agency
CAS-04845-M2B2C4,External Agency
CAS-04846-H6L2T6,Courts
CAS-04847-H8M8Y0,Courts
CAS-04848-T4C0T9,External Agency
CAS-04849-M4M3M2,Direct Intake
CAS-04850-X3L3Y3,External Agency
CAS-04851-Q0M6C0,Courts
CAS-04852-C8L4R9,Courts
CAS-04853-X0C9P1,Courts
CAS-04854-Y1X4T1,Courts
CAS-04855-P2H8T8,Direct Intake
CAS-04856-N1Z8T4,Direct Intake
CAS-04857-M8S1P0,Courts
CAS-04858-V0G3B6,Courts
CAS-04859-Q5V6C6,Direct Intake
CAS-04860-F4D0Z0,External Agency
CAS-04861-J3D7Z0,External Agency
CAS-04862-Q4Q9K1,External Agency
CAS-04863-B5X0V6,External Agency
CAS-04864-G3T0M1,Direct Intake
CAS-04865-F5Q8V1,External Agency
CAS-04866-R1D4N5,Direct Intake
CAS-04867-H8P0L3,Courts
CAS-04868-C3X5J4,Courts
CAS-04869-Y8R3Q9,Courts
CAS-04870-M3J1F9,External Agency
CAS-04871-H4V8D9,External Agency
CAS-04872-K3X6V8,External Agency
CAS-04873-X1J0W4,Direct Intake
CAS-04874-K0D3Z6,Direct Intake
CAS-04875-J1M7Z7,Courts
CAS-04876-H4K0J5,Courts
CAS-04877-Y8H8C3,Courts
CAS-04878-H0N2S0,Courts
CAS-04879-M4R8N3,Courts
CAS-04880-J7K5R1,Courts
CAS-04881-C7Q4X0,Courts
CAS-04882-B0R3G6,Direct Intake
CAS-04883-B0Y3G0,External Agency
CAS-04884-P9H7F0,External Agency
CAS-04885-H9V2N7,Direct Intake
CAS-04886-Y9F7S2,Direct Intake
CAS-04887-C6T0P5,Courts
CAS-04888-M7N7J4,Courts
CAS-04889-W6L2G9,Courts
CAS-04890-K3H9V0,Courts
CAS-04891-P1Q4K5,External Agency
CAS-04892-H7G4R6,Direct Intake
CAS-04893-N0D6R4,External Agency
CAS-04894-L0V5M8,External Agency
CAS-04895-T3T5F6,External Agency
CAS-04896-M3N3P4,Direct Intake
CAS-04897-S5D0D6,Courts
CAS-04898-Q3Y0T7,Courts
CAS-04900-H7B0F0,External Agency
CAS-04901-G6Z8H9,Direct Intake
CAS-04902-F1Y9Z3,Courts
CAS-04903-Q0T7H0,Courts
CAS-04904-G6H3Z3,Courts
CAS-04905-K7W4W0,Courts
CAS-04906-N5T1V2,Courts
CAS-04907-G9W7T8,Courts
CAS-04908-F7K8H9,Direct Intake
CAS-04909-M5S6R8,Direct Intake
CAS-04910-L4P7J9,External Agency
CAS-04911-X8L6M1,External Agency
CAS-04912-C4F6L4,Courts
CAS-04913-W9J9Q6,Courts
CAS-04914-L5K7K7,Courts
CAS-04915-S3X5Q0,Courts
CAS-04916-Z3N5H6,Direct Intake
CAS-04917-K6Y3P9,Direct Intake
CAS-04918-X4Y7H2,External Agency
CAS-04919-X5H0T1,External Agency
CAS-04920-L3B5K7,Direct Intake
CAS-04921-P8Z1K7,Courts
CAS-04922-H0L8F4,Courts
CAS-04923-T0J0X1,Courts
CAS-04924-H5M5Q5,Courts
CAS-04925-Z2Z5W9,Direct Intake
CAS-04926-M1J9G8,External Agency
CAS-04927-B8V2J0,External Agency
CAS-04928-S6V1B5,Courts
CAS-04929-C2K8M5,Courts
CAS-04930-S4V1C5,Courts
CAS-04931-C5X7J3,Courts
CAS-04932-S5J7R1,Courts
CAS-04933-G8G4C0,Courts
CAS-04934-W9W7Z1,Direct Intake
CAS-04935-R8P9B5,Courts
CAS-04936-W6P5H2,External Agency
CAS-04937-H3D6X4,Courts
CAS-04938-S5J5B8,Courts
CAS-04939-P4X6N4,Courts
CAS-04940-Z4R2G7,External Agency
CAS-04941-D0W5Q2,Courts
CAS-04942-Q9Q2M7,Courts
CAS-04943-T0C2K5,External Agency
CAS-04944-P5R8M6,External Agency
CAS-04945-W5G2S0,External Agency
CAS-04946-K3D1R5,Courts
CAS-04947-J6S8K2,Courts
CAS-04948-Z9B2N2,Courts
CAS-04949-D9L2W0,Courts
CAS-04950-N4G7L3,External Agency
CAS-04951-Z6M4P0,Direct Intake
CAS-04952-R4G3F8,External Agency
CAS-04953-B0Q1G1,External Agency
CAS-04954-B8C9K2,External Agency
CAS-04955-B1N0R5,External Agency
CAS-04956-R7M3Y1,Direct Intake
CAS-04957-F0D2C0,Courts
CAS-04958-S3W5Q1,Courts
CAS-04959-T1M9K5,Courts
CAS-04960-T0Y3Z5,External Agency
CAS-04961-T2F9J7,Courts
CAS-04962-R3K8T0,Courts
CAS-04963-P6C2Y7,Direct Intake
CAS-04964-Y3B9C1,Courts
CAS-04965-N5S5V2,Courts
CAS-04966-P6M0R4,External Agency
CAS-04967-J9V4T8,External Agency
CAS-04968-V7R4L6,External Agency
CAS-04969-Y9L2X7,Courts
CAS-04970-D2W6W3,Courts
CAS-04971-G8P8G0,Courts
CAS-04972-F9N6Q6,Direct Intake
CAS-04973-R1P4J5,Courts
CAS-04974-G6X7R7,Direct Intake
CAS-04975-Y1D0W7,External Agency
CAS-04976-C3M7L1,Courts
CAS-04977-Z7R0G5,Courts
CAS-04978-Q1C8K5,Courts
CAS-04979-X0B7T0,Courts
CAS-04980-N8J7H0,External Agency
CAS-04981-M9D7F7,External Agency
CAS-04982-L0B8Y7,External Agency
CAS-04983-B1Z1P3,External Agency
CAS-04984-V5B3W8,External Agency
CAS-04985-X8K7K8,Courts
CAS-04986-S6X5N1,Courts
CAS-04987-W4G5D8,Courts
CAS-04988-W4X3L3,External Agency
CAS-04989-N6D0R4,Direct Intake
CAS-04990-H5Z5S1,Direct Intake
CAS-04991-Q8T9C5,External Agency
CAS-04992-C2C8L9,External Agency
CAS-04993-J0T8P0,Direct Intake
CAS-04994-J4Q2H7,Courts
CAS-04995-H6K2X2,Courts
CAS-04996-G2L0T0,Courts
CAS-04997-T8C4L8,Direct Intake
CAS-04998-Y6T2C2,Courts
CAS-04999-B5D5R0,External Agency
CAS-05000-T2M7J7,External Agency
CAS-05001-H2M2Q3,Direct Intake
CAS-05002-X5W8S3,Courts
CAS-05003-H8M9Z4,Direct Intake
CAS-05004-C4L7F2,Direct Intake
CAS-05005-C4G6P5,Direct Intake
CAS-05006-C6Q0H7,External Agency
CAS-05007-X2W8M2,External Agency
CAS-05008-H1T4J1,Direct Intake
CAS-05009-H7F0N3,Courts
CAS-05010-X3R3L9,Courts
CAS-05011-Y6X0L0,External Agency
CAS-05012-B0M8S4,External Agency
CAS-05013-N0W9X8,External Agency
CAS-05014-S6Z8C0,Courts
CAS-05015-Q8F4Z7,Direct Intake
CAS-05017-S5Y3D4,External Agency
CAS-05018-B0F2K2,External Agency
CAS-05019-N5W6R4,External Agency
CAS-05020-F8G6Q9,External Agency
CAS-05021-H5T1Q1,External Agency
CAS-05022-B1C2G1,Courts
CAS-05023-S5G5D2,Direct Intake
CAS-05024-L6W1Y7,Courts
CAS-05025-P2L4W6,External Agency
CAS-05026-Y9Y0G7,Courts
CAS-05027-D0D7P1,Courts
CAS-05028-D3T9S3,External Agency
CAS-05029-L7K9B2,External Agency
CAS-05030-P3D6F0,Courts
CAS-05031-Z6D3Q9,Direct Intake
CAS-05032-R8X7T6,External Agency
CAS-05033-T8K2R8,External Agency
CAS-05034-P8W4J7,External Agency
CAS-05035-V8V8B7,External Agency
CAS-05036-C6C5H3,External Agency
CAS-05037-C2S9L5,External Agency
CAS-05038-G8N0M5,Direct Intake
CAS-05039-J8Q0F9,Courts
CAS-05040-G8F5K4,External Agency
CAS-05041-D8R1K2,External Agency
CAS-05042-W1H1G1,Courts
CAS-05043-V8W1N0,Courts
CAS-05044-L4J0K3,External Agency
CAS-05045-J4R9G2,Courts
CAS-05046-Q7Y0B1,Courts
CAS-05047-M7F6L0,Direct Intake
CAS-05048-P5D3T0,Direct Intake
CAS-05049-V0L6N3,External Agency
CAS-05050-F0F6M5,Courts
CAS-05051-P7Q2R7,Courts
CAS-05052-F3W9K0,External Agency
CAS-05053-D2W6P2,Direct Intake
CAS-05054-S9L4C5,Courts
CAS-05055-R1Y6S8,Courts
CAS-05056-B3G1P6,Direct Intake
CAS-05057-G7B4C8,Courts
CAS-05058-J4F4N9,Direct Intake
CAS-05059-P0W1S5,External Agency
CAS-05060-G9J8N5,Courts
CAS-05061-B5H0X4,External Agency
CAS-05062-C9T1L8,Courts
CAS-05063-S1Y6B3,Courts
CAS-05064-W1L3G6,External Agency
CAS-05065-K0H8L0,Courts
CAS-05066-Z5Q6X9,External Agency
CAS-05067-M1T8W6,Courts
CAS-05068-F4P4L5,Courts
CAS-05069-N2V2F4,External Agency
CAS-05070-V7Y6L9,Direct Intake
CAS-05071-X2N6P0,Courts
CAS-05072-Z2X6M7,Courts
CAS-05073-R3Y5K4,Direct Intake
CAS-05074-R7R5P3,Direct Intake
CAS-05075-F0C6F4,Courts
CAS-05076-D5H5J3,Courts
CAS-05077-Z0Z6J4,Direct Intake
CAS-05078-J5Y2Y5,Courts
CAS-05079-D0D7D1,External Agency
CAS-05080-J4W8X2,Direct Intake
CAS-05081-P0V7D2,Direct Intake
CAS-05082-X3T8W0,Courts
CAS-05083-F2W9Z5,Courts
CAS-05084-F5M5L3,External Agency
CAS-05085-R8G0G9,Direct Intake
CAS-05086-Y3B0D6,Courts
CAS-05087-L5Y7C8,External Agency
CAS-05088-T4R6S7,Direct Intake
CAS-05089-W6F4J2,Direct Intake
CAS-05090-D0F1T5,Direct Intake
CAS-05091-X8J5M6,External Agency
CAS-05092-M4D4Z2,Courts
CAS-05093-Y7Y7J4,Courts
CAS-05094-B2T9S6,Direct Intake
CAS-05095-N3Q5F1,Direct Intake
CAS-05096-D8V9N8,External Agency
CAS-05097-X8K5V1,Courts
CAS-05098-R8M5L6,Courts
CAS-05099-F6M3J3,Courts
CAS-05100-C5R3Q6,Courts
CAS-05101-Z4X3B7,Courts
CAS-05102-M7Y3F9,Direct Intake
CAS-05103-N6T4Q6,Direct Intake
CAS-05104-V2K1T5,External Agency
CAS-05105-D0B8F3,External Agency
CAS-05106-S6B4G5,External Agency
CAS-05107-X1S0R3,Direct Intake
CAS-05108-L3H0Q3,External Agency
CAS-05109-W7K8T2,Courts
CAS-05110-Y5K7C7,Direct Intake
CAS-05111-D8Q7V9,Courts
CAS-05112-Q0Q8B0,Courts
CAS-05113-B5B6Q9,Courts
CAS-05114-H6K7S5,Courts
CAS-05115-T4X2S2,Direct Intake
CAS-05116-K8B4Z0,Direct Intake
CAS-05117-B6F6L3,External Agency
CAS-05118-Q4R7Z6,Direct Intake
CAS-05119-D0P9W1,External Agency
CAS-05120-M2M1X9,External Agency
CAS-05121-Z3F4Z3,Courts
CAS-05122-B0X7P5,Courts
CAS-05123-Q1B2V2,Courts
CAS-05124-Z3L6J2,Courts
CAS-05125-Z1W4V7,External Agency
CAS-05126-M6K8K3,External Agency
CAS-05127-X3C0Z6,External Agency
CAS-05128-X6X7N0,Courts
CAS-05129-R5H9C2,Direct Intake
CAS-05130-J6Q3N6,Direct Intake
CAS-05131-Q7Y5L3,Courts
CAS-05132-F4B2F2,Courts
CAS-05133-F3M2W8,External Agency
CAS-05134-D1F5N9,External Agency
CAS-05135-X1L1J3,Courts
CAS-05136-C4Y2L1,External Agency
CAS-05137-P0K1T5,External Agency
CAS-05138-W7H4S4,Courts
CAS-05139-Y4V1G5,Courts
CAS-05140-V8Z4F9,Courts
CAS-05141-X6K2R2,External Agency
CAS-05142-G1W9H7,Direct Intake
CAS-05143-P7X8Q7,Direct Intake
CAS-05144-X8Z1K0,Direct Intake
CAS-05145-T5D6R3,Direct Intake
CAS-05146-Z4N0K4,Courts
CAS-05147-G5G5Z5,Courts
CAS-05148-G4V8V2,Courts
CAS-05149-Z4B9F4,Direct Intake
CAS-05150-R6B9G1,External Agency
CAS-05151-P5M1H2,External Agency
CAS-05152-P8L7W9,External Agency
CAS-05153-H4Q4S1,Courts
CAS-05154-Z7G9J6,Courts
CAS-05155-R8P4S6,Courts
CAS-05156-K9X8W3,Direct Intake
CAS-05157-X9J5F2,Direct Intake
CAS-05158-W4C9W0,Direct Intake
CAS-05159-N2D4T1,Courts
CAS-05160-Q6H1Z1,External Agency
CAS-05161-R7Y7W8,External Agency
CAS-05162-Y0R4L4,Courts
CAS-05163-N0S6Z6,External Agency
CAS-05164-D3K2D5,External Agency
CAS-05165-W5S6K3,Courts
CAS-05166-N6N8X4,Courts
CAS-05167-L6S7J8,Courts
CAS-05168-F1S3D5,Courts
CAS-05169-H7C3G6,Direct Intake
CAS-05170-K6T0V6,External Agency
CAS-05171-T4N4B1,External Agency
CAS-05172-N6V6G1,Courts
CAS-05173-G2H6G5,Courts
CAS-05174-K5M5F0,External Agency
CAS-05175-S5R8F8,External Agency
CAS-05176-R0Q4F8,Courts
CAS-05177-F9M8M3,Courts
CAS-05178-F5K4W8,Courts
CAS-05179-X7F7X8,Courts
CAS-05180-N5B3Q0,External Agency
CAS-05181-K7M1Y6,Courts
CAS-05182-X6K3W5,Courts
CAS-05183-R8K8D2,External Agency
CAS-05184-Z4G8N7,Direct Intake
CAS-05185-K9M6P8,External Agency
CAS-05186-B3B1K4,External Agency
CAS-05187-D9N3L5,Courts
CAS-05188-Q6M4K6,Courts
CAS-05189-F5B5G5,External Agency
CAS-05190-B8V4T5,Courts
CAS-05191-V8T2S5,Direct Intake
CAS-05192-Z2B2F9,Courts
CAS-05193-L8T8B6,External Agency
CAS-05194-J8S2M5,Direct Intake
CAS-05195-J8G6C1,External Agency
CAS-05196-B9V9K4,Direct Intake
CAS-05197-D6H2S2,External Agency
CAS-05198-L9C3L3,External Agency
CAS-05199-C9F3V8,Courts
CAS-05200-B1X5V1,Courts
CAS-05201-Y8D3R0,Courts
CAS-05202-M2T0V7,Courts
CAS-05203-V6J2R3,External Agency
CAS-05204-F9S8V8,Courts
CAS-05205-Y9K0W2,Courts
CAS-05206-Y5Y7S1,Courts
CAS-05207-Q3P5S6,Direct Intake
CAS-05208-B8T2N8,Direct Intake
CAS-05209-D3R7F7,Courts
CAS-05210-K9T3V4,Courts
CAS-05211-N1G7Q5,Courts
CAS-05212-Y3J1W9,Direct Intake
CAS-05213-X5T4D4,External Agency
CAS-05214-T3T7Q5,Direct Intake
CAS-05215-L7X4G5,External Agency
CAS-05216-C1P3R4,Direct Intake
CAS-05217-N6Z8R1,Direct Intake
CAS-05218-D3P7C9,Direct Intake
CAS-05219-H1Y0S2,External Agency
CAS-05220-J4F3V6,External Agency
CAS-05221-N1N5T8,Courts
CAS-05222-G5F9S1,External Agency
CAS-05223-G5K2G2,External Agency
CAS-05224-P2S1B6,External Agency
CAS-05225-L7J3Z0,External Agency
CAS-05226-L7P5P8,Direct Intake
CAS-05227-F2R4C2,External Agency
CAS-05228-N2D4S2,External Agency
CAS-05229-W5Y0D3,External Agency
CAS-05230-Y0L5P6,External Agency
CAS-05231-M9B5K4,Direct Intake
CAS-05232-L2L1B6,External Agency
CAS-05233-F8G0Q1,External Agency
CAS-05234-N0N3N1,External Agency
CAS-05235-F5X9K5,Courts
CAS-05236-C4Z7D9,Courts
CAS-05237-T4Z0F6,Courts
CAS-05238-V4D8Z5,External Agency
CAS-05239-J1T2Z8,Direct Intake
CAS-05240-L5R3C0,External Agency
CAS-05241-H0W7S9,External Agency
CAS-05242-V8R2N8,Courts
CAS-05243-N4S1V4,Courts
CAS-05244-B6X0R0,Courts
CAS-05245-D8J5B0,Direct Intake
CAS-05246-X2Y6Z0,External Agency
CAS-05247-X7Z6N9,Courts
CAS-05248-P9Z6K8,Courts
CAS-05249-Q8T8S4,Courts
CAS-05250-R1G7K4,Direct Intake
CAS-05251-P5K5G6,Courts
CAS-05252-V5Z8J5,Courts
CAS-05253-P0W0K1,Courts
CAS-05254-Q5L3W1,Courts
CAS-05255-C1N8Y8,External Agency
CAS-05256-B6S5V5,External Agency
CAS-05257-C9W7H8,Direct Intake
CAS-05258-B3Y5V5,Courts
CAS-05259-Z4H8N9,Courts
CAS-05260-K6L9F5,External Agency
CAS-05261-T5F6D0,Courts
CAS-05262-J8M2H0,External Agency
CAS-05263-G2R7Y9,Direct Intake
CAS-05264-T7T1G5,Courts
CAS-05265-F9Q7S6,Courts
CAS-05266-Z8J2Y4,Courts
CAS-05267-X3C5X1,Direct Intake
CAS-05268-F5J1M3,Courts
CAS-05269-K5W1Z8,Courts
CAS-05270-P9F1R9,Courts
CAS-05271-M3C9L4,Direct Intake
CAS-05272-S9P8J3,Direct Intake
CAS-05273-P7H7H1,Courts
CAS-05274-S3G5P5,Courts
CAS-05275-N6F6M8,Courts
CAS-05276-J2Y9G6,External Agency
CAS-05277-C4Z1G5,External Agency
CAS-05278-L6C5Z6,External Agency
CAS-05279-S7G3G9,Direct Intake
CAS-05280-W6L9G7,Courts
CAS-05281-C2P8J2,Courts
CAS-05282-X3T2F3,Courts
CAS-05283-C5Z1F5,Direct Intake
CAS-05284-W7B2Y9,Direct Intake
CAS-05285-B3Z3D6,Direct Intake
CAS-05286-P4H2Q2,Direct Intake
CAS-05287-F7G8G7,External Agency
CAS-05288-V4Q4T3,External Agency
CAS-05289-T0Z3Z3,External Agency
CAS-05290-V0Y2Z7,Courts
CAS-05291-G6F1P3,Courts
CAS-05292-J0W9P5,Courts
CAS-05293-T5D1N3,Direct Intake
CAS-05294-F0T1X5,External Agency
CAS-05295-K1M4Z8,Direct Intake
CAS-05296-J3P7G3,Direct Intake
CAS-05297-Q6V5S2,Courts
CAS-05298-G7Q3H7,Courts
CAS-05299-G4T4W2,Courts
CAS-05300-H8H7N8,Courts
CAS-05301-T7K0L7,Courts
CAS-05302-N6G5V7,Courts
CAS-05303-L8V5Q4,Direct Intake
CAS-05304-G7X6Q3,External Agency
CAS-05305-R9H0S3,Courts
CAS-05306-K7N4T4,Courts
CAS-05307-N7W3V0,Courts
CAS-05308-L6V0H5,Direct Intake
CAS-05309-Y9J2M3,Courts
CAS-05310-X4S6L2,Courts
CAS-05311-M5T2Y7,Courts
CAS-05312-H0G7V0,External Agency
CAS-05313-M3J7C9,External Agency
CAS-05314-G5M4W4,Direct Intake
CAS-05315-R0Y2X7,Direct Intake
CAS-05316-N6R7C3,Direct Intake
CAS-05317-Z4F7G9,External Agency
CAS-05318-R4D2S2,Direct Intake
CAS-05319-P6D1J2,Direct Intake
CAS-05320-L9W3R2,Courts
CAS-05321-W7K6M2,Courts
CAS-05322-M0J8Q0,Courts
CAS-05323-L3T9V3,Courts
CAS-05324-Z3L6V7,Courts
CAS-05325-B9P9M9,Courts
CAS-05326-Z9N4F4,Direct Intake
CAS-05327-F9Q8P0,External Agency
CAS-05328-H0S6P4,Direct Intake
CAS-05329-B3F6K8,External Agency
CAS-05330-Z9Y9H6,Courts
CAS-05331-W8S6B6,Direct Intake
CAS-05332-B6R9W8,Direct Intake
CAS-05333-G7Q4Q5,Direct Intake
CAS-05334-W0C6Y5,Courts
CAS-05336-Q0L1N9,Direct Intake
CAS-05337-P0Y3Z5,External Agency
CAS-05338-P1S1K5,Courts
CAS-05339-Q9V6B5,Courts
CAS-05340-S7K8Q9,Courts
CAS-05341-D7G1V2,Courts
CAS-05342-Z3C4J9,Direct Intake
CAS-05343-B4J9K6,Direct Intake
CAS-05345-D7K8G0,External Agency
CAS-05346-P7S2Z9,Direct Intake
CAS-05347-C7G7G8,External Agency
CAS-05348-P2K6V5,External Agency
CAS-05349-B7M9W3,External Agency
CAS-05350-C1J0X7,External Agency
CAS-05351-B2G7F7,Direct Intake
CAS-05352-Y4J4C7,External Agency
CAS-05353-V3P6V1,Courts
CAS-05354-C6H6X7,Courts
CAS-05355-X7F7C8,Courts
CAS-05356-Z9R9V5,Courts
CAS-05357-N0G3V4,External Agency
CAS-05358-D4C0S3,Direct Intake
CAS-05359-Z4X9Y3,Direct Intake
